-10.14,0
-9.53,4.4
-9.76,5.6
-9.52,6.4
-9.82,9.7
-9.84,11.7
-9.48,18.4
-8.91,21.5
-9.45,24
-9.38,25.2
-8.16,26.8
-8.99,31.5
-8.66,45.4
-8.69,47.1
-8.71,49.5
-8.77,52.9
-8.77,55.2
-8.73,57.2
-8.67,59.4
-8.55,61.9
-8.48,65.5
-8.39,72.3
-8.37,74
-7.79,75.4
-8.36,77
-7.9,80.8
-8.15,82.2
-7.43,84.9
-7.75,90.1
-7.57,91.6
-7.79,96.1
-7.43,102.3
-7.45,106.3
-7.55,108.5
-7.43,111.1
-7.74,133.5
-7.87,136.1
-7.85,153.5
-7.61,156.3
-7.62,159.4
-7.44,160.3
-7.76,163.5
-7.68,166.8
-7.43,173.4
-6.07,175
-7.35,178.3
-7.38,180.5
-7.22,181.5
-7.48,183.9
-7.27,185.8
-7.34,188.2
-7.21,191.6
-7.41,192.8
-7.38,195.4
-7.37,197.2
-7.44,198
-7.5,211.7
-7.25,212.8
-7.56,214.3
-7.57,216.6
-7.55,217.9
-7.85,229.9
-8.19,240.4
-7.11,248.1
-7.67,252.8
-7.56,254.1
-7.66,255.2
-7.74,259.2
-7.48,261.2
-7.68,264
-7.26,265.7
-7.25,269.9
-7.39,271.2
-7.4,273.5
-7.43,278.1
-7.64,279.4
-7.49,284.3
-7.34,289.5
-7.36,292.7
-7.47,294.3
-7.39,296.4
-7.4,297.8
-7.42,299
-7.31,300.2
-7.65,302.8
-7.36,304.9
-7.66,313.3
-7.22,328.5
-7.3,330.1
-7.05,339.6
-7.2,342.7
-8.1,353.1
-7.47,371.9
-7.77,378.4
-7.95,387.1
-7.64,399
-7.55,400.9
-7.49,403.6
-7.53,404.4
-7.52,405.6
-7.21,407.1
-7.09,410.8
-7.1,411.9
-7.05,413.5
-6.89,415.1
-6.76,416.4
-6.73,418.1
-6.45,419.5
-6.87,420.7
-6.81,422
-6.67,423.9
-6.52,425.8
-6.55,427.5
-6.64,428.8
-6.6,430.1
-6.75,431.2
-6.35,432.6
-6.23,433.8
-6.44,435.4
-6.57,436.6
-6.58,438.3
-6.47,439.3
-6.34,440.6
-6.72,442.3
-6.47,443.6
-6.55,444.7
-6.41,446.1
-6.56,448.7
-6.44,449.7
-6.17,451.3
-6.29,452.9
-6.47,454.7
-6.19,455.9
-6.13,457.3
-6.2,458.6
-6.38,460.1
-6.22,461.4
-6.09,462.5
-6.12,463.7
-6.14,465.5
-6.06,466.9
-5.91,468
-5.91,469
-6.1,470.5
-6.02,471.8
-5.86,474.4
-5.76,475.5
-5.67,476.8
-5.44,479.3
-5.95,480.5
-5.77,487
-5.37,488.7
-5.27,489.8
-5.92,491
-5.33,493.5
-5.44,495.3
-5.25,496.9
-5.46,498.3
-5.09,499.8
-4.91,501
-5.45,502.3
-5.42,503.5
-5.06,505.1
-5.37,506.6
-4.52,507.9
-4.56,509.4
-4.62,510.5
-4.68,512
-4.32,513.5
-4.47,514.6
-4.13,515.7
-4.23,517.5
-4.36,519.1
-4.33,520.5
-4.07,522.5
-3.82,524.6
-4.01,526
-3.76,527.2
-3.44,528.4
-3.4,529.5
-3.33,530.5
-3.42,531.6
-3.09,532.6
-2.83,533.8
-2.93,535.1
-2.67,536.4
-2.46,538.5
-2.35,539.9
-2.14,541.3
-1.79,542.5
-1.72,543.7
-1.32,545.6
-1.27,546.6
-1.43,547.7
-0.93,549.8
-0.54,551
-0.67,552.3
-0.94,553.4
-1.17,613.6
0.68,614.6
1.11,615.7
1.21,617.4
2.95,617.8
0.94,618.8
